Vocabulary,Segmented Vocabulary,Telex Combination
lăng nhăng lít nhít,lăng_nhăng_lít_nhít,lawng_nhawng_list_nhist
lăng nhục,lăng_nhục,lawng_nhujc
lăng quăng,lăng_quăng,lawng_quawng
lăng tẩm,lăng_tẩm,lawng_taarm
lăng tiêu,lăng_tiêu,lawng_tieeu
lăng trì,lăng_trì,lawng_trif
lăng trụ,lăng_trụ,lawng_truj
lăng xa lăng xăng,lăng_xa_lăng_xăng,lawng_xa_lawng_xawng
lăng xăng,lăng_xăng,lawng_xawng
lăng xăng lít xít,lăng_xăng_lít_xít,lawng_xawng_list_xist
lăng xê,lăng_xê,lawng_xee
lăng-xê,lăng-xê,lawng-xee
lằng,lằng,lawfng
lằng nhà lằng nhằng,lằng_nhà_lằng_nhằng,lawfng_nhaf_lawfng_nhawfng
lằng nhằng,lằng_nhằng,lawfng_nhawfng
lẳng,lẳng,lawrng
lẳng khẳng,lẳng_khẳng,lawrng_khawrng
lẳng lặng,lẳng_lặng,lawrng_lawjng
lẳng lơ,lẳng_lơ,lawrng_low
lẳng ngẳng,lẳng_ngẳng,lawrng_ngawrng
lẳng nhẳng,lẳng_nhẳng,lawrng_nhawrng
lẵng,lẵng,lawxng
lẵng đẵng,lẵng_đẵng,lawxng_ddawxng
lẵng nhẵng,lẵng_nhẵng,lawxng_nhawxng
lắng,lắng,lawsng
lắng đắng,lắng_đắng,lawsng_ddawsng
lắng đọng,lắng_đọng,lawsng_ddojng
lắng nghe,lắng_nghe,lawsng_nghe
lắng nhắng,lắng_nhắng,lawsng_nhawsng
lắng tai,lắng_tai,lawsng_tai
lắng tai nghe,lắng_tai_nghe,lawsng_tai_nghe
lắng xắng,lắng_xắng,lawsng_xawsng
lặng,lặng,lawjng
lặng câm,lặng_câm,lawjng_caam
lặng dần,lặng_dần,lawjng_daafn
lặng đen,lặng_đen,lawjng_dden
lặng im,lặng_im,lawjng_im
lặng lặng,lặng_lặng,lawjng_lawjng
lặng lẽ,lặng_lẽ,lawjng_lex
lặng lờ,lặng_lờ,lawjng_lowf
lặng móc,lặng_móc,lawjng_mosc
lặng ngắm,lặng_ngắm,lawjng_ngawsm
lặng ngắt,lặng_ngắt,lawjng_ngawst
lặng người,lặng_người,lawjng_nguwowfi
lặng như tờ,lặng_như_tờ,lawjng_nhuw_towf
lặng thinh,lặng_thinh,lawjng_thinh
lặng tiếng im hơi,lặng_tiếng_im_hơi,lawjng_tieesng_im_howi
lặng tờ,lặng_tờ,lawjng_towf
lặng trang,lặng_trang,lawjng_trang
lặng trắng,lặng_trắng,lawjng_trawsng
lặng yên,lặng_yên,lawjng_yeen
lắp,lắp,lawsp
lắp ba lắp bắp,lắp_ba_lắp_bắp,lawsp_ba_lawsp_bawsp
lắp bắp,lắp_bắp,lawsp_bawsp
lắp đặt,lắp_đặt,lawsp_ddawjt
lắp đít,lắp_đít,lawsp_ddist
lắp ghép,lắp_ghép,lawsp_ghesp
lắp lại,lắp_lại,lawsp_laji
lắp ráp,lắp_ráp,lawsp_rasp
lắp xắp,lắp_xắp,lawsp_xawsp
lặp,lặp,lawjp
lặp bặp,lặp_bặp,lawjp_bawjp
lặp lại,lặp_lại,lawjp_laji
lắt lay,lắt_lay,lawst_lay
lắt lẻo,lắt_lẻo,lawst_lero
lắt léo,lắt_léo,lawst_leso
lắt mắt,lắt_mắt,lawst_mawst
lắt nha lắt nhắt,lắt_nha_lắt_nhắt,lawst_nha_lawst_nhawst
lắt nhắt,lắt_nhắt,lawst_nhawst
lặt,lặt,lawjt
lặt lẹo,lặt_lẹo,lawjt_lejo
lặt vặt,lặt_vặt,lawjt_vawjt
lấc ca lấc cấc,lấc_ca_lấc_cấc,laasc_ca_laasc_caasc
lấc cấc,lấc_cấc,laasc_caasc
lấc láo,lấc_láo,laasc_laso
lấc xấc,lấc_xấc,laasc_xaasc
lâm,lâm,laam
lâm bạ,lâm_bạ,laam_baj
lâm bệnh,lâm_bệnh,laam_beejnh
lâm bịnh,lâm_bịnh,laam_bijnh
lâm bồn,lâm_bồn,laam_boofn
lâm chính,lâm_chính,laam_chisnh
lâm chung,lâm_chung,laam_chung
lâm dâm,lâm_dâm,laam_daam
lâm học,lâm_học,laam_hojc
lâm khẩn,lâm_khẩn,laam_khaarn
lâm li,lâm_li,laam_li
lâm luật,lâm_luật,laam_luaajt
lâm nạn,lâm_nạn,laam_najn
lâm nghiệp,lâm_nghiệp,laam_nghieejp
lâm nguy,lâm_nguy,laam_nguy
lâm phần,lâm_phần,laam_phaafn
lâm râm,lâm_râm,laam_raam
lâm sản,lâm_sản,laam_sarn
lâm sàng,lâm_sàng,laam_safng
lâm sàng học,lâm_sàng_học,laam_safng_hojc
lâm sinh,lâm_sinh,laam_sinh
lâm sơn,lâm_sơn,laam_sown
lâm sự,lâm_sự,laam_suwj
lâm tặc,lâm_tặc,laam_tawjc
lâm thâm,lâm_thâm,laam_thaam
lâm thổ sản,lâm_thổ_sản,laam_thoor_sarn
lâm thời,lâm_thời,laam_thowfi
lâm trận,lâm_trận,laam_traajn
lâm trường,lâm_trường,laam_truwowfng
lâm tuyền,lâm_tuyền,laam_tuyeefn
lâm viên,lâm_viên,laam_vieen
lâm viên,lâm_viên,laam_vieen
lầm,lầm,laafm
lầm bà lầm bầm,lầm_bà_lầm_bầm,laafm_baf_laafm_baafm
lầm bầm,lầm_bầm,laafm_baafm
lầm dầm,lầm_dầm,laafm_daafm
lầm đường,lầm_đường,laafm_dduwowfng
lầm đường lạc lối,lầm_đường_lạc_lối,laafm_dduwowfng_lajc_loosi
lầm lạc,lầm_lạc,laafm_lajc
lầm lầm,lầm_lầm,laafm_laafm
lầm lầm lì lì,lầm_lầm_lì_lì,laafm_laafm_lif_lif
lầm lẫn,lầm_lẫn,laafm_laaxn
lầm lì,lầm_lì,laafm_lif
lầm lỗi,lầm_lỗi,laafm_looxi
lầm lội,lầm_lội,laafm_looji
lầm lộn,lầm_lộn,laafm_loojn
lầm lỡ,lầm_lỡ,laafm_lowx
lầm lũi,lầm_lũi,laafm_luxi
lầm lụi,lầm_lụi,laafm_luji
lầm rầm,lầm_rầm,laafm_raafm
lầm than,lầm_than,laafm_than
lẩm,lẩm,laarm
lẩm bẩm,lẩm_bẩm,laarm_baarm
lẩm ca lẩm cẩm,lẩm_ca_lẩm_cẩm,laarm_ca_laarm_caarm
lẩm cà lẩm cẩm,lẩm_cà_lẩm_cẩm,laarm_caf_laarm_caarm
lẩm cẩm,lẩm_cẩm,laarm_caarm
lẩm dẩm,lẩm_dẩm,laarm_daarm
lẩm nhẩm,lẩm_nhẩm,laarm_nhaarm
lẫm,lẫm,laaxm
lẫm cẫm,lẫm_cẫm,laaxm_caaxm
lẫm chẫm,lẫm_chẫm,laaxm_chaaxm
lẫm lẫm,lẫm_lẫm,laaxm_laaxm
lẫm liệt,lẫm_liệt,laaxm_lieejt
lẫm liệt oai phong,lẫm_liệt_oai_phong,laaxm_lieejt_oai_phong
lẫm liệt uy phong,lẫm_liệt_uy_phong,laaxm_lieejt_uy_phong
lấm,lấm,laasm
lấm chấm,lấm_chấm,laasm_chaasm
lấm la lấm lét,lấm_la_lấm_lét,laasm_la_laasm_lest
lấm láp,lấm_láp,laasm_lasp
lấm lem,lấm_lem,laasm_lem
lấm lét,lấm_lét,laasm_lest
lấm mình,lấm_mình,laasm_mifnh
lấm như ma vùi,lấm_như_ma_vùi,laasm_nhuw_ma_vufi
lấm như trâu đầm,lấm_như_trâu_đầm,laasm_nhuw_traau_ddaafm
lấm như trâu vùi,lấm_như_trâu_vùi,laasm_nhuw_traau_vufi
lấm như vùi,lấm_như_vùi,laasm_nhuw_vufi
lấm tấm,lấm_tấm,laasm_taasm
lân,lân,laan
lân bang,lân_bang,laan_bang
lân bàng,lân_bàng,laan_bafng
lân cận,lân_cận,laan_caajn
lân gia,lân_gia,laan_gia
lân la,lân_la,laan_la
lân lí,lân_lí,laan_lis
lân quang,lân_quang,laan_quang
lân quốc,lân_quốc,laan_quoosc
lân tinh,lân_tinh,laan_tinh
lân tuất,lân_tuất,laan_tuaast
lần,lần,laafn
lần chần,lần_chần,laafn_chaafn
lần hồi,lần_hồi,laafn_hoofi
lần khân,lần_khân,laafn_khaan
lần lần,lần_lần,laafn_laafn
lần lữa,lần_lữa,laafn_luwxa
lần lượt,lần_lượt,laafn_luwowjt
lần mò,lần_mò,laafn_mof
lần mòn,lần_mòn,laafn_mofn
lần thần,lần_thần,laafn_thaafn
lẩn,lẩn,laarn
lẩn khuất,lẩn_khuất,laarn_khuaast
lẩn lút,lẩn_lút,laarn_lust
lẩn mặt,lẩn_mặt,laarn_mawjt
lẩn mẩn,lẩn_mẩn,laarn_maarn
lẩn mình,lẩn_mình,laarn_mifnh
lẩn như chạch,lẩn_như_chạch,laarn_nhuw_chajch
lẩn quẩn,lẩn_quẩn,laarn_quaarn
lẩn quất,lẩn_quất,laarn_quaast
lẩn tha lẩn thẩn,lẩn_tha_lẩn_thẩn,laarn_tha_laarn_thaarn
lẩn thẩn,lẩn_thẩn,laarn_thaarn
lẩn tránh,lẩn_tránh,laarn_trasnh
lẩn trốn,lẩn_trốn,laarn_troosn
lẩn vẩn,lẩn_vẩn,laarn_vaarn
lẫn,lẫn,laaxn
lẫn cẫn,lẫn_cẫn,laaxn_caaxn
lẫn hình,lẫn_hình,laaxn_hifnh
lẫn lộn,lẫn_lộn,laaxn_loojn
lẫn lộn vàng thau,lẫn_lộn_vàng_thau,laaxn_loojn_vafng_thau
lẫn màu,lẫn_màu,laaxn_mafu
lẫn nhau,lẫn_nhau,laaxn_nhau
lẫn quẫn,lẫn_quẫn,laaxn_quaaxn
lẫn tiếng,lẫn_tiếng,laaxn_tieesng
lấn,lấn,laasn
lấn áp,lấn_áp,laasn_asp
lấn át,lấn_át,laasn_ast
lấn bấn,lấn_bấn,laasn_baasn
lấn bước,lấn_bước,laasn_buwowsc
lấn cấn,lấn_cấn,laasn_caasn
lấn chiếm,lấn_chiếm,laasn_chieesm
lấn lối,lấn_lối,laasn_loosi
lấn lướt,lấn_lướt,laasn_luwowst
lấn quấn,lấn_quấn,laasn_quaasn
lấn sân,lấn_sân,laasn_saan
lận,lận,laajn
lận đận,lận_đận,laajn_ddaajn
lâng,lâng,laang
lâng láo,lâng_láo,laang_laso
lâng lâng,lâng_lâng,laang_laang
lâp tâm,lâp_tâm,laap_taam
lấp,lấp,laasp
lấp biển dời non,lấp_biển_dời_non,laasp_bieern_dowfi_non
lấp biển vá trời,lấp_biển_vá_trời,laasp_bieern_vas_trowfi
lấp la lấp lánh,lấp_la_lấp_lánh,laasp_la_laasp_lasnh
lấp la lấp loáng,lấp_la_lấp_loáng,laasp_la_laasp_loasng
lấp la lấp lửng,lấp_la_lấp_lửng,laasp_la_laasp_luwrng
lấp lánh,lấp_lánh,laasp_lasnh
lấp láy,lấp_láy,laasp_lasy
lấp liếm,lấp_liếm,laasp_lieesm
lấp ló,lấp_ló,laasp_los
lấp loá,lấp_loá,laasp_loas
lấp loáng,lấp_loáng,laasp_loasng
lấp loé,lấp_loé,laasp_loes
lấp lú,lấp_lú,laasp_lus
lấp lửng,lấp_lửng,laasp_luwrng
lấp xấp,lấp_xấp,laasp_xaasp
lập,lập,laajp
lập ấp,lập_ấp,laajp_aasp
lập bập,lập_bập,laajp_baajp
lập-bô,lập-bô,laajp-boo
lập cà lập cập,lập_cà_lập_cập,laajp_caf_laajp_caajp
lập cập,lập_cập,laajp_caajp
lập chí,lập_chí,laajp_chis
lập công,lập_công,laajp_coong
lập dị,lập_dị,laajp_dij
lập đàn,lập_đàn,laajp_ddafn
lập đông,lập_đông,laajp_ddoong
lập giá,lập_giá,laajp_gias
lập-gioòng,lập-gioòng,laajp-gioofng
lập hạ,lập_hạ,laajp_haj
lập hiến,lập_hiến,laajp_hieesn
lập hội,lập_hội,laajp_hooji
lập kế,lập_kế,laajp_kees
lập khắc,lập_khắc,laajp_khawsc
lập là,lập_là,laajp_laf
lập-lắc,lập-lắc,laajp-lawsc
lập loè,lập_loè,laajp_loef
lập lòe,lập_lòe,laajp_lofe
lập-lòn,lập-lòn,laajp-lofn
lập-loòng,lập-loòng,laajp-loofng
lập lờ,lập_lờ,laajp_lowf
lập luận,lập_luận,laajp_luaajn
lập mưu,lập_mưu,laajp_muwu
lập nghiêm,lập_nghiêm,laajp_nghieem
lập nghiệp,lập_nghiệp,laajp_nghieejp
lập ngôn,lập_ngôn,laajp_ngoon
lập pháp,lập_pháp,laajp_phasp
lập phương,lập_phương,laajp_phuwowng
lập phương trình,lập_phương_trình,laajp_phuwowng_trifnh
lập quần,lập_quần,laajp_quaafn
lập quốc,lập_quốc,laajp_quoosc
lập quy,lập_quy,laajp_quy
lập tâm,lập_tâm,laajp_taam
lập thân,lập_thân,laajp_thaan
lập thể,lập_thể,laajp_theer
lập thu,lập_thu,laajp_thu
lập thứ,lập_thứ,laajp_thuws
lập trình,lập_trình,laajp_trifnh
lập trình viên,lập_trình_viên,laajp_trifnh_vieen
lập trường,lập_trường,laajp_truwowfng
lập tự,lập_tự,laajp_tuwj
lập tức,lập_tức,laajp_tuwsc
lập xuân,lập_xuân,laajp_xuaan
lất lưởng,lất_lưởng,laast_luwowrng
lất phất,lất_phất,laast_phaast
lật,lật,laajt
lật bật,lật_bật,laajt_baajt
lật đà lật đật,lật_đà_lật_đật,laajt_ddaf_laajt_ddaajt
lật đật,lật_đật,laajt_ddaajt
lật đổ,lật_đổ,laajt_ddoor
lật gọng,lật_gọng,laajt_gojng
lật lẹo,lật_lẹo,laajt_lejo
lật lọng,lật_lọng,laajt_lojng
lật mặt,lật_mặt,laajt_mawjt
lật mặt nạ,lật_mặt_nạ,laajt_mawjt_naj
lật ngửa,lật_ngửa,laajt_nguwra
lật ngược,lật_ngược,laajt_nguwowjc
lật nhào,lật_nhào,laajt_nhafo
lật phật,lật_phật,laajt_phaajt
lật sật,lật_sật,laajt_saajt
lật tẩy,lật_tẩy,laajt_taary
lật úp,lật_úp,laajt_usp
lâu,lâu,laau
lâu bền,lâu_bền,laau_beefn
lâu dài,lâu_dài,laau_dafi
lâu đài,lâu_đài,laau_ddafi
lâu đời,lâu_đời,laau_ddowfi
lâu hoắc,lâu_hoắc,laau_hoawsc
lâu la,lâu_la,laau_la
lâu lắc,lâu_lắc,laau_lawsc
lâu lâu,lâu_lâu,laau_laau
lâu nay,lâu_nay,laau_nay
lâu năm,lâu_năm,laau_nawm
lâu ngày,lâu_ngày,laau_ngafy
lâu nhâu,lâu_nhâu,laau_nhaau
lầu,lầu,laafu
lầu bầu,lầu_bầu,laafu_baafu
lầu canh,lầu_canh,laafu_canh
lầu hoa gác tía,lầu_hoa_gác_tía,laafu_hoa_gasc_tisa
lầu hồng,lầu_hồng,laafu_hoofng
lầu hồng gác tía,lầu_hồng_gác_tía,laafu_hoofng_gasc_tisa
lầu lầu,lầu_lầu,laafu_laafu
lầu nhầu,lầu_nhầu,laafu_nhaafu
lầu rồng gác phượng,lầu_rồng_gác_phượng,laafu_roofng_gasc_phuwowjng
lầu son,lầu_son,laafu_son
lầu son gác tía,lầu_son_gác_tía,laafu_son_gasc_tisa
lầu trang,lầu_trang,laafu_trang
lầu xanh,lầu_xanh,laafu_xanh
lẩu,lẩu,laaru
lẩu bẩu,lẩu_bẩu,laaru_baaru
lấu,lấu,laasu
lấu cỏ,lấu_cỏ,laasu_cor
lậu,lậu,laaju
lậu cầu,lậu_cầu,laaju_caafu
lậu vé,lậu_vé,laaju_ves
lây,lây,laay
lây bây,lây_bây,laay_baay
lây dây,lây_dây,laay_daay
lây lan,lây_lan,laay_lan
lây lất,lây_lất,laay_laast
lây nhây,lây_nhây,laay_nhaay
lây nhiễm,lây_nhiễm,laay_nhieexm
lây rây,lây_rây,laay_raay
lây truyền,lây_truyền,laay_truyeefn
lầy,lầy,laafy
lầy bầy,lầy_bầy,laafy_baafy
lầy lội,lầy_lội,laafy_looji
lầy lụa,lầy_lụa,laafy_luja
lầy nhầy,lầy_nhầy,laafy_nhaafy
lầy thụt,lầy_thụt,laafy_thujt
lẩy,lẩy,laary
lẩy ba lẩy bẩy,lẩy_ba_lẩy_bẩy,laary_ba_laary_baary
lẩy bẩy,lẩy_bẩy,laary_baary
lẩy bẩy như cao biền dậy non,lẩy_bẩy_như_cao_biền_dậy_non,laary_baary_nhuw_cao_bieefn_daajy_non
lẫy,lẫy,laaxy
lẫy đẫy,lẫy_đẫy,laaxy_ddaaxy
lẫy lừng,lẫy_lừng,laaxy_luwfng
lấy,lấy,laasy
lấy bấy,lấy_bấy,laasy_baasy
lấy cắp,lấy_cắp,laasy_cawsp
lấy chồng,lấy_chồng,laasy_choofng
lấy có,lấy_có,laasy_cos
lấy công,lấy_công,laasy_coong
lấy công làm lãi,lấy_công_làm_lãi,laasy_coong_lafm_laxi
lấy cớ,lấy_cớ,laasy_cows
lấy cung,lấy_cung,laasy_cung
lấy đỗ,lấy_đỗ,laasy_ddoox
lấy độc giải độc,lấy_độc_giải_độc,laasy_ddoojc_giari_ddoojc
lấy độc trị độc,lấy_độc_trị_độc,laasy_ddoojc_trij_ddoojc
lấy được,lấy_được,laasy_dduwowjc
lấy giọng,lấy_giọng,laasy_giojng
lấy giống,lấy_giống,laasy_gioosng
lấy hướng,lấy_hướng,laasy_huwowsng
lấy lãi,lấy_lãi,laasy_laxi
lấy lại,lấy_lại,laasy_laji
lấy làm,lấy_làm,laasy_lafm
lấy lẽ,lấy_lẽ,laasy_lex
lấy lệ,lấy_lệ,laasy_leej
lấy lòng,lấy_lòng,laasy_lofng
lấy lời,lấy_lời,laasy_lowfi
lấy mất,lấy_mất,laasy_maast
lấy nê,lấy_nê,laasy_nee
lấy ngắn nuôi dài,lấy_ngắn_nuôi_dài,laasy_ngawsn_nuooi_dafi
lấy nhau,lấy_nhau,laasy_nhau
lấy nư,lấy_nư,laasy_nuw
lấy rồi,lấy_rồi,laasy_roofi
lấy thịt đè người,lấy_thịt_đè_người,laasy_thijt_ddef_nguwowfi
lấy thúng úp voi,lấy_thúng_úp_voi,laasy_thusng_usp_voi
lấy tiếng,lấy_tiếng,laasy_tieesng
lấy trớn,lấy_trớn,laasy_trowsn
lấy vợ,lấy_vợ,laasy_vowj
lậy,lậy,laajy
lậy lục,lậy_lục,laajy_lujc
le,le,le
le,le,le
le le,le_le,le_le
le lé,le_lé,le_les
le lói,le_lói,le_losi
le te,le_te,le_te
le te như ghe lộn ngược,le_te_như_ghe_lộn_ngược,le_te_nhuw_ghe_loojn_nguwowjc
le-va,le-va,le-va
lè,lè,lef
lè bè,lè_bè,lef_bef
lè lè,lè_lè,lef_lef
lè lẹ,lè_lẹ,lef_lej
lè nhè,lè_nhè,lef_nhef
lè nhè như chè thiu,lè_nhè_như_chè_thiu,lef_nhef_nhuw_chef_thiu
lè tè,lè_tè,lef_tef
lè xè,lè_xè,lef_xef
lẻ,lẻ,ler
lẻ bạn,lẻ_bạn,ler_bajn
lẻ bộ,lẻ_bộ,ler_booj
lẻ đôi,lẻ_đôi,ler_ddooi
lẻ loi,lẻ_loi,ler_loi
lẻ nhẻ,lẻ_nhẻ,ler_nher
lẻ nhẻ lè nhè,lẻ_nhẻ_lè_nhè,ler_nher_lef_nhef
lẻ tẻ,lẻ_tẻ,ler_ter
lẽ,lẽ,lex
lẽ dĩ nhiên,lẽ_dĩ_nhiên,lex_dix_nhieen
lẽ hằng,lẽ_hằng,lex_hawfng
lẽ mọn,lẽ_mọn,lex_mojn
lẽ nào,lẽ_nào,lex_nafo
lẽ phải,lẽ_phải,lex_phari
lẽ ra,lẽ_ra,lex_ra
lẽ thường,lẽ_thường,lex_thuwowfng
lé,lé,les
lé mạy,lé_mạy,les_majy
lé xẹ,lé_xẹ,les_xej
lẹ,lẹ,lej
lẹ làng,lẹ_làng,lej_lafng
léc,léc,lesc
lei,lei,lei
lek,lek,lek
lem,lem,lem
lem lẻm,lem_lẻm,lem_lerm
lem lém,lem_lém,lem_lesm
lem luốc,lem_luốc,lem_luoosc
lem nhem,lem_nhem,lem_nhem
lèm ba lèm bèm,lèm_ba_lèm_bèm,lefm_ba_lefm_befm
lèm bèm,lèm_bèm,lefm_befm
lèm lẹm,lèm_lẹm,lefm_lejm
lèm nhèm,lèm_nhèm,lefm_nhefm
lẻm,lẻm,lerm
lém,lém,lesm
lém đém,lém_đém,lesm_ddesm
lém lém,lém_lém,lesm_lesm
lém lỉnh,lém_lỉnh,lesm_lirnh
lém mép,lém_mép,lesm_mesp
lẹm,lẹm,lejm
lẹm cằm,lẹm_cằm,lejm_cawfm
lempira,lempira,lempira
len,len,len
len chân,len_chân,len_chaan
len dạ,len_dạ,len_daj
len gai,len_gai,len_gai
len lẻn,len_lẻn,len_lern
len lén,len_lén,len_lesn
len lét,len_lét,len_lest
len lét như rắn mồng năm,len_lét_như_rắn_mồng_năm,len_lest_nhuw_rawsn_moofng_nawm
len lỏi,len_lỏi,len_lori
len mình,len_mình,len_mifnh
lèn,lèn,lefn
lèn lẹt,lèn_lẹt,lefn_lejt
lèn quèn,lèn_quèn,lefn_quefn
lẻn,lẻn,lern
lẻn bước,lẻn_bước,lern_buwowsc
lẻn lút,lẻn_lút,lern_lust
lén,lén,lesn
lén lút,lén_lút,lesn_lust
lẹn,lẹn,lejn
leng beng,leng_beng,leng_beng
leng keng,leng_keng,leng_keng
lẻng kẻng,lẻng_kẻng,lerng_kerng
lẻng xẻng,lẻng_xẻng,lerng_xerng
léng phéng,léng_phéng,lesng_phesng
leninit,leninit,leninit
leo,leo,leo
leo dây,leo_dây,leo_daay
leo heo,leo_heo,leo_heo
leo kheo,leo_kheo,leo_kheo
leo lắt,leo_lắt,leo_lawst
leo lẻo,leo_lẻo,leo_lero
leo lét,leo_lét,leo_lest
leo nheo,leo_nheo,leo_nheo
leo teo,leo_teo,leo_teo
leo thang,leo_thang,leo_thang
leo trèo,leo_trèo,leo_trefo
lèo,lèo,lefo
lèo khèo,lèo_khèo,lefo_khefo
lèo khoèo,lèo_khoèo,lefo_khoefo
lèo lá,lèo_lá,lefo_las
lèo lái,lèo_lái,lefo_lasi
lèo nhèo,lèo_nhèo,lefo_nhefo
lèo tèo,lèo_tèo,lefo_tefo
lèo xèo,lèo_xèo,lefo_xefo
lẻo,lẻo,lero
lẻo khẻo,lẻo_khẻo,lero_khero
lẻo khoẻo,lẻo_khoẻo,lero_khoero
lẻo lớt,lẻo_lớt,lero_lowst
lẻo mép,lẻo_mép,lero_mesp
lẻo ngoẻo,lẻo_ngoẻo,lero_ngoero
lẽo,lẽo,lexo
lèõ,lèõ,lefox
lẽo đẽo,lẽo_đẽo,lexo_ddexo
léo,léo,leso
léo hánh,léo_hánh,leso_hasnh
léo héo,léo_héo,leso_heso
léo lắt,léo_lắt,leso_lawst
léo nhéo,léo_nhéo,leso_nheso
léo xéo,léo_xéo,leso_xeso
lẹo,lẹo,lejo
leone,leone,leone
lép,lép,lesp
lép bép,lép_bép,lesp_besp
lép kẹp,lép_kẹp,lesp_kejp
lép nhép,lép_nhép,lesp_nhesp
lép như trấu,lép_như_trấu,lesp_nhuw_traasu
lép vế,lép_vế,lesp_vees
lép xép,lép_xép,lesp_xesp
lép xẹp,lép_xẹp,lesp_xejp
lẹp kẹp,lẹp_kẹp,lejp_kejp
lẹp xẹp,lẹp_xẹp,lejp_xejp
lét,lét,lest
lét đét,lét_đét,lest_ddest
lẹt,lẹt,lejt
lẹt bẹt,lẹt_bẹt,lejt_bejt
lẹt đẹt,lẹt_đẹt,lejt_ddejt
lẹt quẹt,lẹt_quẹt,lejt_quejt
lẹt xẹt,lẹt_xẹt,lejt_xejt
leu,leu,leu
lev,lev,lev
lê,lê,lee
lê,lê,lee
lê dân,lê_dân,lee_daan
lê-dương,lê-dương,lee-duwowng
lê dương,lê_dương,lee_duwowng
lê ki ma,lê_ki_ma,lee_ki_ma
lê la,lê_la,lee_la
lê lết,lê_lết,lee_leest
lê mê,lê_mê,lee_mee
lê minh,lê_minh,lee_minh
lê nê,lê_nê,lee_nee
lê-nin-nít,lê-nin-nít,lee-nin-nist
lê nin nít,lê_nin_nít,lee_nin_nist
lê thê,lê_thê,lee_thee
lê thứ,lê_thứ,lee_thuws
lề,lề,leef
lề đường,lề_đường,leef_dduwowfng
lề lối,lề_lối,leef_loosi
lề luật,lề_luật,leef_luaajt
lề mề,lề_mề,leef_meef
lề rề,lề_rề,leef_reef
lề thói,lề_thói,leef_thosi
lể,lể,leer
lễ,lễ,leex
lễ bạc lòng thành,lễ_bạc_lòng_thành,leex_bajc_lofng_thafnh
lễ bạc tâm thành,lễ_bạc_tâm_thành,leex_bajc_taam_thafnh
lễ bái,lễ_bái,leex_basi
lễ bộ,lễ_bộ,leex_booj
lễ ca,lễ_ca,leex_ca
lễ các thánh,lễ_các_thánh,leex_casc_thasnh
lễ cưới,lễ_cưới,leex_cuwowsi
lễ đài,lễ_đài,leex_ddafi
lễ độ,lễ_độ,leex_ddooj
lễ đường,lễ_đường,leex_dduwowfng
lễ giáng sinh,lễ_giáng_sinh,leex_giasng_sinh
lễ giáo,lễ_giáo,leex_giaso
lễ hỏi,lễ_hỏi,leex_hori
lễ hội,lễ_hội,leex_hooji
lễ lạt,lễ_lạt,leex_lajt
lễ lộc,lễ_lộc,leex_loojc
lễ lớn,lễ_lớn,leex_lowsn
lễ mạo,lễ_mạo,leex_majo
lễ mễ,lễ_mễ,leex_meex
lễ nghi,lễ_nghi,leex_nghi
lễ nghĩa,lễ_nghĩa,leex_nghixa
lễ như tế sao,lễ_như_tế_sao,leex_nhuw_tees_sao
lễ phép,lễ_phép,leex_phesp
lễ phục,lễ_phục,leex_phujc
lễ phục sinh,lễ_phục_sinh,leex_phujc_sinh
lễ quy thiên,lễ_quy_thiên,leex_quy_thieen
lễ sinh,lễ_sinh,leex_sinh
lễ tang,lễ_tang,leex_tang
lễ tân,lễ_tân,leex_taan
lễ tết,lễ_tết,leex_teest
lễ thăm,lễ_thăm,leex_thawm
lễ thăng thiên,lễ_thăng_thiên,leex_thawng_thieen
lễ thức,lễ_thức,leex_thuwsc
lễ tiết,lễ_tiết,leex_tieest
lễ trọng,lễ_trọng,leex_trojng
lễ tục,lễ_tục,leex_tujc
lễ vật,lễ_vật,leex_vaajt
lệ,lệ,leej
lệ bộ,lệ_bộ,leej_booj
lệ dân,lệ_dân,leej_daan
lệ đương,lệ_đương,leej_dduwowng
lệ khệ,lệ_khệ,leej_kheej
lệ luật,lệ_luật,leej_luaajt
lệ ngoại,lệ_ngoại,leej_ngoaji
lệ ngôn,lệ_ngôn,leej_ngoon
lệ nông,lệ_nông,leej_noong
lệ phí,lệ_phí,leej_phis
lệ quyên,lệ_quyên,leej_quyeen
lệ sử,lệ_sử,leej_suwr
lệ thuộc,lệ_thuộc,leej_thuoojc
lếch tha lếch thếch,lếch_tha_lếch_thếch,leesch_tha_leesch_theesch
lếch thếch,lếch_thếch,leesch_theesch
lệch,lệch,leejch
lệch lạc,lệch_lạc,leejch_lajc
lệch pha,lệch_pha,leejch_pha
lệch tâm,lệch_tâm,leejch_taam
lệch trục,lệch_trục,leejch_trujc
lên,lên,leen
lên án,lên_án,leen_asn
lên bậc,lên_bậc,leen_baajc
lên bộ,lên_bộ,leen_booj
lên bổng xuống trầm,lên_bổng_xuống_trầm,leen_boorng_xuoosng_traafm
lên bờ,lên_bờ,leen_bowf
lên cao,lên_cao,leen_cao
lên cân,lên_cân,leen_caan
lên chân,lên_chân,leen_chaan
lên chức,lên_chức,leen_chuwsc
lên cò,lên_cò,leen_cof
lên cơn,lên_cơn,leen_cown
lên da,lên_da,leen_da
lên dây,lên_dây,leen_daay
lên dây cót,lên_dây_cót,leen_daay_cost
lên đạn,lên_đạn,leen_ddajn
